How Low Can You Go: Experiment 2 (8xResolution with feedback)
Subject number:	monkey
Category Sequence:	seq2
Sex:	monkey
Age:	monkey
Experiment Started:	
Experiment Finished:	Saturday, March 4, 2017	5:07:48 PM
Trial Sequence (Sorted)
Image Set	Image Resolution	Category	Trial Type		Left Image Filename			Right Image Filename		Response	Response Time (ms)
birds	8x8	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/accipitridae/	accipitridae-0362-5fb72a77a7c545b1800e48e82f83b389-8x8-0455.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/accipitridae/	accipitridae-0355-ad959a74d10541f9aa24b1ac212286c7-8x8-0183.jpg	11	1488618464230
birds	8x8	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/accipitridae/	accipitridae-0362-0b2ffa32a22c4019b5f7d4e0b92ee393-8x8-0429.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/accipitridae/	accipitridae-0299-8059db18115c439ca12bc8de61e70db8-8x8-0061.jpg	5	1488618464237
birds	8x8	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/accipitridae/	accipitridae-0299-1f507dde8e0b473fbce3eacd9a4daa71-8x8-0020.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/accipitridae/	accipitridae-0299-1d7a11f835f241a48624c81fd54dc7b4-8x8-0016.jpg	7	1488618464256
birds	8x8	accipitridae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0540-5edd37821ba647ec856e39b282e84b8f-8x8-0286.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/accipitridae/	accipitridae-0494-e3735e96bbe44aaf90c35cdd7e82b0f8-8x8-0562.jpg	11	1488618464221
birds	8x8	accipitridae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0540-30d084d5669242668a2458ab1f1e71a3-8x8-0276.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/accipitridae/	accipitridae-0299-0a530b5525094ec797950615407d6bcb-8x8-0004.jpg	8	1488618464223
birds	8x8	accipitridae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0537-2efb52ea86be499eafd9a31a077714f3-8x8-0011.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/accipitridae/	accipitridae-0545-3d8904e3da364f11977b1c7a3dd1a281-8x8-0687.jpg	11	1488618464232
birds	8x8	accipitridae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0540-2265cba9fc644026843e2398d695877b-8x8-0271.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/accipitridae/	accipitridae-0545-4a730dd46e0e4f8296777b9fb34247d7-8x8-0693.jpg	8	1488618464240
birds	8x8	strigidae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0538-d7758ac793ba4600b9dce03863e416f6-8x8-0151.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0542-afba9cc868d440f5ace687e137b4486d-8x8-0508.jpg	8	1488618464204
birds	8x8	strigidae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0542-0816331d24d2405a8557b719862b94ba-8x8-0439.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0539-bb6a7f38d8754396874f109751eb8fc0-8x8-0232.jpg	3	1488618464228
birds	8x8	strigidae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0541-3226685fb3be43969aafdeac10216d40-8x8-0360.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0538-5f0fb86f19864a298dd1f1888c84fe4a-8x8-0109.jpg	9	1488618464244
birds	8x8	strigidae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0544-0f47ed790f66406e8904a8a64b9db48a-8x8-0658.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0542-f22ecd4121c7482bbca7f42e81699289-8x8-0530.jpg	12	1488618464248
birds	8x8	strigidae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/accipitridae/	accipitridae-0358-e5948e20d418409a88a3d8ae0c81dddf-8x8-0413.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0542-a46a95325ba149c5ba655e56b3e4f6d9-8x8-0503.jpg	6	1488618464222
birds	8x8	strigidae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/accipitridae/	accipitridae-0358-6dfc55b01fbd444e97643dcc92661a10-8x8-0365.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0543-eccd173b37dd41feadb8c682a7435196-8x8-0645.jpg	1	1488618464224
birds	8x8	strigidae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/accipitridae/	accipitridae-0299-f744510655ac436b85044a1d128a5645-8x8-0115.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0540-1badb1d5cc0a4f63a6a270eb47a5a26e-8x8-0269.jpg	6	1488618464235
birds	8x8	strigidae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/accipitridae/	accipitridae-0355-08993fee86f34c3b95501673cd4a6aaf-8x8-0126.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/8x8/strigidae/	strigidae-0539-947f81badcf14054a21c475ed9227815-8x8-0218.jpg	4	1488618464252
birds	16x16	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0545-0231486cb4d74741bde2cb32c4888aa0-16x16-0666.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0299-5a5164e92af742dc9ef16cd4109abf72-16x16-0045.jpg	6	1488618464536
birds	16x16	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0358-ad228f8dec484b2683d8757919543b5d-16x16-0393.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0355-2e80c374f5b74917b38937810e7ffcbb-16x16-0133.jpg	3	1488618464588
birds	16x16	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0355-0154f413ecbe4c2690fa691cbdb537bf-16x16-0121.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0355-f841de8e4e6344ad8956e661d70d3eba-16x16-0217.jpg	7	1488618464600
birds	16x16	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0362-c6ba9dabe7164d75928cfdeccec8006f-16x16-0489.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0545-cda2ab42bbdc4c148a83d354a1a26d58-16x16-0737.jpg	6	1488618464667
birds	16x16	accipitridae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0539-e4a76294711e4d0383c49d5009f79870-16x16-0245.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0362-8c54dcc93e994ee3be3c4e228fb5cbb7-16x16-0474.jpg	10	1488618464511
birds	16x16	accipitridae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0538-83c9dbb5ba0b4344aaa105d3d9aa17ac-16x16-0122.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0299-7146f18566a7449fa4b0c7673ebdd540-16x16-0055.jpg	6	1488618464523
birds	16x16	accipitridae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0541-1ffe21ffc1a44f65995880dec99ea1c8-16x16-0353.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0299-eb480c086e404f8e893b252fa14bdd2e-16x16-0106.jpg	4	1488618464575
birds	16x16	accipitridae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0538-4b5517b1c23948d7beac213263a7a70c-16x16-0097.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0362-79ea399ddf7440ada3b78cfcd8cbaad7-16x16-0469.jpg	4	1488618464641
birds	16x16	strigidae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0538-384a10a916364d349adfd944bc16d173-16x16-0089.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0543-f7fbbbeaaa8d477483e25c397fd1db44-16x16-0654.jpg	10	1488618464561
birds	16x16	strigidae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0544-db69a04bcdc54be3b15716c5bcfb0f74-16x16-0738.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0542-8080360010af4f3491129492ac2cb47e-16x16-0486.jpg	4	1488618464612
birds	16x16	strigidae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0538-a24e046f033d4d5fa83c4d486d33a805-16x16-0132.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0541-30cf330dfe4b493a806ad481d98ffb46-16x16-0359.jpg	7	1488618464628
birds	16x16	strigidae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0540-eb72aea5a885439096b0142d26f54508-16x16-0330.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0542-976b7b0267fe418aae9b084523580b3d-16x16-0495.jpg	7	1488618464654
birds	16x16	strigidae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0495-50238840f20d4012b95e622d7449bb86-16x16-0601.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0541-0b27fdaa33a443088ce95f13c7a8f1a4-16x16-0342.jpg	12	1488618464550
birds	16x16	strigidae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0299-5302356c728d4ec584fbcf1c274c5faa-16x16-0042.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0538-4434aec2eacf46418b6c2d6c72508382-16x16-0095.jpg	11	1488618464680
birds	16x16	strigidae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0355-b14e77cd45274239a608d80a021ca48f-16x16-0184.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0537-e8dba5737fe644e3991ac3f921fb800c-16x16-0063.jpg	1	1488618464695
birds	16x16	strigidae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/accipitridae/	accipitridae-0299-e306d65877004c8683898fc7ec3b148a-16x16-0102.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/16x16/strigidae/	strigidae-0542-643228a0b574487c87c4e6421fe5f52f-16x16-0478.jpg	8	1488618464709
birds	32x32	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0299-129d1e34ad7041d9be96f6833c496fee-32x32-0010.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0362-4e6f6bf5e55e4f53870b8f7f2f8b17af-32x32-0448.jpg	3	1488618464366
birds	32x32	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0495-59e2fca2594a45afa96b94b124aaa18a-32x32-0607.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0545-6df6e96a288341f492eeb56f3b9faac9-32x32-0706.jpg	12	1488618464374
birds	32x32	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0545-6872287ef58b4a849dbb65ec8bfc31c9-32x32-0701.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0355-a090000694254cb2a80c559c035b0de5-32x32-0173.jpg	3	1488618464470
birds	32x32	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0357-a6794a56e98b455eaafd18e6b62b8c43-32x32-0299.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0299-ba23000bca2b4d3d8eccc7682cfa7012-32x32-0083.jpg	10	1488618464500
birds	32x32	accipitridae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0541-33351b4bfaf943da975e265d604db724-32x32-0361.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0362-4ad27e0efca846a6ae12bc1715b0a384-32x32-0447.jpg	5	1488618464358
birds	32x32	accipitridae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0537-16cc5bab9e4d4a4090145505401de240-32x32-0006.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0299-a4375be0b7e4403184a16312217d2f70-32x32-0077.jpg	6	1488618464400
birds	32x32	accipitridae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0539-009032637ea949bd8c4e934ab87006ee-32x32-0160.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0358-3820d8976dec44da92dde8a78fc78cae-32x32-0350.jpg	3	1488618464418
birds	32x32	accipitridae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0542-ba1540c5ec924835b26b5b2c9c5db6b9-32x32-0513.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0495-17b0f2b327954b22a524552aeb7bd003-32x32-0580.jpg	10	1488618464438
birds	32x32	strigidae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0539-c795c893f9144dd487c525d52f7d0585-32x32-0236.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0539-eaad2fc69ae6431fa13fa54d7d791d5b-32x32-0251.jpg	12	1488618464392
birds	32x32	strigidae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0540-8738899b27b1407988faa98a984712b7-32x32-0306.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0538-f511d327f0c846fd8cb4baaf54304047-32x32-0156.jpg	11	1488618464447
birds	32x32	strigidae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0544-f17ceff969144ea18894b05dbc8646df-32x32-0747.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0538-141d52ed56ea47f0a6d480eb08f052f9-32x32-0079.jpg	3	1488618464460
birds	32x32	strigidae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0541-06f1b4b9a20b4eff97c85aca7e2a41e0-32x32-0339.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0541-5b410d12529a4557a0efbb9bf4a7152e-32x32-0378.jpg	11	1488618464490
birds	32x32	strigidae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0358-d4f4b102c53f4160afbf0cd928e28a72-32x32-0403.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0544-6c09579d5a914e3b91a6c0460551408d-32x32-0692.jpg	8	1488618464383
birds	32x32	strigidae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0358-4ba4a994901b4be98fb171a59240fb51-32x32-0358.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0541-5daf9a16c0eb4bc395cfe9daf1bef527-32x32-0382.jpg	9	1488618464409
birds	32x32	strigidae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0494-5ec15b686d63494bbcf91c200e67e94d-32x32-0526.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0539-1a0481f4ed9c471aa43d5caf87d06bf9-32x32-0168.jpg	3	1488618464427
birds	32x32	strigidae	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/accipitridae/	accipitridae-0362-7b692b517ef44d039683456972c14b63-32x32-0471.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/32x32/strigidae/	strigidae-0539-0f54ace5e850442fadb75916860ae40d-32x32-0164.jpg	11	1488618464480
faces	4x4	females	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/females/	Google_1_Kara Hartford_3_oval-4x4-0429.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/females/	Google_1_Douglas Zelaya_19_oval-4x4-0236.jpg	1	1488618468046
faces	4x4	females	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/females/	Google_1_Michael Turcotte_7_oval-4x4-0579.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/females/	Google_1_Laura Zook_7_oval-4x4-0482.jpg	11	1488618468089
faces	4x4	females	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/females/	Aaron_Mink_9_oval-4x4-0001.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/females/	Google_1_Victor Polson_7_oval-4x4-0844.jpg	1	1488618468172
faces	4x4	females	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/females/	Google_1_Clarence Borst_3_oval-4x4-0168.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/females/	Google_1_Margaret Galbreath_7_oval-4x4-0527.jpg	3	1488618468294
faces	4x4	females	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/males/	Google_1_Douglas Tanguay_7_oval-4x4-0238.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/females/	Google_1_Harry Elson_5_oval-4x4-0311.jpg	7	1488618467739
faces	4x4	females	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/males/	Google_1_Arthur Winston_1_oval-4x4-0102.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/females/	Google_1_Matthew Villegas_3_oval-4x4-0566.jpg	6	1488618467890
faces	4x4	females	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/males/	Google_1_Norman Mccluskey_15_oval-4x4-0605.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/females/	Google_1_Diana Rees_11_oval-4x4-0215.jpg	4	1488618468007
faces	4x4	females	mismatch	imageLeft:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/males/	Google_1_Wanda Soukup_7_oval-4x4-0863.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/females/	Google_1_Karen Ingersoll_3_oval-4x4-0432.jpg	9	1488618468255
faces	4x4	males	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/males/	Google_1_Vincent Chumley_15_oval-4x4-0847.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/males/	Google_1_Anne Gilman_7_oval-4x4-0088.jpg	3	1488618467853
faces	4x4	males	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/males/	Google_1_Irma Duckworth_9_oval-4x4-0348.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/faces/4x4/males/	Google_1_Rodney Wyant_9_oval-4x4-0707.jpg	3	1488618467967
